SYMBOL;SERIES;OPEN;HIGH;LOW;CLOSE;LAST;PREVCLOSE;TOTTRDQTY;TOTTRDVAL;TIMESTAMP;TOTALTRADES;ISIN
SBIETFPB;EQ;179.95;179.95;177;177.27;177.01;177.58;2347;417501.99;08. Jan 21;54;INF200KA1S22
SBIETFQLTY;EQ;129.9;129.9;127.51;129.07;129.49;127.24;3395;436037.45;08. Jan 21;86;INF200KA1WX6
SBILIFE;EQ;920;954.5;918;935.5;934;914.15;4436263;4164061300.85;08. Jan 21;125721;INE123W01016
SBIN;EQ;290.1;291.4;285.2;286;285.9;287.7;32543357;9380501388.85;08. Jan 21;169736;INE062A01020
SBIN;N5;11040.55;11059.99;10925;11049.75;11045.5;11051.33;1112;12285029.73;08. Jan 21;129;INE062A08058
SBIN;N6;10927.1;10930;10925;10930;10930;10924.99;35;382434.1;08. Jan 21;16;INE062A08066
SCAPDVR;EQ;Jan 45;01. Mai;01. Apr;Jan 45;Jan 45;Jan 45;50928;74624.55;08. Jan 21;124;INE224E01036
SCHAEFFLER;EQ;4600;4675;4538.15;4571.75;4614;4573;13964;64515555.75;08. Jan 21;4731;INE513A01014
SCHAND;EQ;72;72;69.3;69.65;69.7;69.45;111350;7820307.3;08. Jan 21;1016;INE807K01035
SCHNEIDER;EQ;86.3;90.5;85.6;88.35;88.5;85.35;898375;79853255.3;08. Jan 21;6785;INE839M01018
SCI;EQ;89;89.3;87.65;88.05;88;88.25;1606958;141741504.85;08. Jan 21;5853;INE109A01011
SDBL;EQ;33.85;33.95;32.75;32.9;32.8;33.45;227290;7566503.55;08. Jan 21;1056;INE480C01020
SEAMECLTD;EQ;485;490;475;480;480.65;481;117069;56397938.1;08. Jan 21;950;INE497B01018
SECURCRED;SM;17.85;18. Jun;17.65;17.75;17.75;18.45;2400;43110;08. Jan 21;4;INE195Y01010
SELAN;EQ;134.45;134.5;129;130.65;130.4;133.35;40611;5389238.25;08. Jan 21;1046;INE818A01017
SELMCL;BZ;Feb 55;Feb 55;Feb 35;02. Apr;Feb 35;Feb 45;168851;404033;08. Jan 21;151;INE105I01012
SEPOWER;EQ;04. Feb;04. Feb;04. Feb;04. Feb;04. Feb;4;21502;90308.4;08. Jan 21;36;INE735M01018
SEQUENT;EQ;188.2;189.15;183.75;185.7;186.1;186.5;686206;128146247.05;08. Jan 21;12756;INE807F01027
SESHAPAPER;EQ;157.3;158.95;154.85;157.65;157.2;156.5;38450;6023637.6;08. Jan 21;916;INE630A01024
SETCO;EQ;13.65;13.65;13.65;13.65;13.65;13;101265;1382267.25;08. Jan 21;178;INE878E01021
SETF10GILT;EQ;206;206;201.25;204.39;204.39;204.6;748;152695.17;08. Jan 21;19;INF200KA1JT1
SETFGOLD;EQ;4565.05;4575.5;4481.65;4499.4;4497.95;4560.4;14757;66771189.1;08. Jan 21;1909;INF200K01099
SETFNIF50;EQ;147.88;148.59;147.37;148.37;148.4;146.99;166909;24709027.85;08. Jan 21;973;INF200KA1FS1
SETFNIFBK;EQ;320.44;320.53;318.22;318.82;319.35;318.05;44953;14369815.16;08. Jan 21;764;INF200KA1580
SETFNN50;EQ;366.6;366.6;350.4;355.28;355.78;352.51;12655;4487076.08;08. Jan 21;307;INF200KA1598
SETUINFRA;BE;01. Mrz;01. Mrz;Jan 25;01. Mrz;01. Mrz;Jan 25;209657;272222.1;08. Jan 21;94;INE023M01027
SEYAIND;EQ;67.35;70.2;66.45;67.65;67.55;67.35;33752;2299330.95;08. Jan 21;1133;INE573R01012
SEZAL;BZ;05. Mai;05. Mai;05. Mai;05. Mai;05. Mai;Apr 85;16499;83319.95;08. Jan 21;31;INE955I01036
SFL;EQ;1995.65;2000;1952;1967.9;1970;1960.35;12353;24448964.4;08. Jan 21;2518;INE916U01025
SGBAPR28I;GB;4960;4975;4901;4912.2;4910;4960;847;4180876.27;08. Jan 21;103;IN0020200062
SGBAUG24;GB;5000;5037;4986;5007.68;5006;5022.04;172;861459.4;08. Jan 21;43;IN0020160027
SGBAUG27;GB;4970;4970;4902;4924.34;4902;4970;91;450122.94;08. Jan 21;32;IN0020190107
SGBAUG28V;GB;4971.16;4984;4945;4953.21;4945.05;4971.16;3732;18516412.95;08. Jan 21;476;IN0020200161
SGBDC27VII;GB;4950;4950;4935.01;4950;4950;4950;68;336490.05;08. Jan 21;11;IN0020190461
SGBDEC25;GB;4925.01;4950;4925;4950;4950;5100;55;271500.1;08. Jan 21;8;IN0020170125
SGBDEC2513;GB;5009;5009;5009;5009;5009;4950;1;5009;08. Jan 21;1;IN0020170158
SGBDEC26;GB;4940;4950;4940;4940;4940;4934.5;116;573232;08. Jan 21;16;IN0020180389
SGBFEB24;GB;5002;5049.97;4975;5000.1;4990.1;5094.87;72;360245.89;08. Jan 21;18;IN0020150101
SGBFEB27;GB;4926;4960;4926;4934.92;4934;4920;53;261567.01;08. Jan 21;10;IN0020180561
SGBFEB28IX;GB;4984;4984;4930;4930;4930;4984;47;231853.01;08. Jan 21;6;IN0020190545
SGBJ28VIII;GB;4943;4960;4930;4930.56;4930;4990;198;976838.06;08. Jan 21;17;IN0020190537
SGBJAN26;GB;4918;4970;4801;4918.27;4921;5000;124;605551.94;08. Jan 21;19;IN0020170166
SGBJUL25;GB;4970;4974.9;4925;4947.94;4925.01;4986.36;163;806942.91;08. Jan 21;26;IN0020170034
SGBJUL28IV;GB;4967;4967;4930;4936.7;4930;4966.64;539;2667299;08. Jan 21;69;IN0020200146
SGBJUN27;GB;4998;4998.49;4998;4998.24;4998.49;5024;2;9996.49;08. Jan 21;2;IN0020190073
SGBJUN28;GB;4933;4990;4925;4951.49;4954.99;4998.77;659;3266954.97;08. Jan 21;62;IN0020200104
SGBMAR24;GB;4995;4995;4980;4995;4995;4995;47;234165;08. Jan 21;3;IN0020150119
SGBMAR25;GB;4998;4998;4906;4908.1;4908.1;4937.4;125;617324.48;08. Jan 21;15;IN0020160126
SGBMAR28X;GB;4950;4950;4925;4925.17;4925;4970;20;98578;08. Jan 21;5;IN0020190552
SGBMAY25;GB;4960;4975;4908;4975;4975;4960.26;93;461256;08. Jan 21;18;IN0020170018
SGBMAY26;GB;4930;4965;4930;4965;4965;4965;17;84160;08. Jan 21;6;IN0020180033
SGBMAY28;GB;4947.9;4990;4925;4926.73;4925;4992.79;433;2135289.49;08. Jan 21;42;IN0020200088
SGBN28VIII;GB;4971;5017;4935;4997;4957;4971;252;1253176;08. Jan 21;24;IN0020200286
SGBNOV23;GB;5030;5030;5000;5000;5000;5060;40;200322.16;08. Jan 21;14;IN0020150085
SGBNOV24;GB;4960;4998;4953;4955.27;4953;4981.18;91;451530;08. Jan 21;19;IN0020160076
SGBNOV258;GB;4950;4950;4950;4950;4950;4990;20;99000;08. Jan 21;1;IN0020170109
SGBNOV25IX;GB;4950;4989.7;4889;4944;4944;4957.33;68;335767.3;08. Jan 21;11;IN0020170117
SGBNOV25VI;GB;5000;5000;5000;5000;5000;5000;1;5000;08. Jan 21;1;IN0020170083
SGBOC28VII;GB;5000;5000;4920;4951;4951;4989.58;109;539765.04;08. Jan 21;26;IN0020200203
SGBOCT25;GB;5050;5094;5050;5094;5094;5097;5;25299;08. Jan 21;4;IN0020170059
SGBOCT25IV;GB;4943;4943;4911;4919.5;4919.01;4960;5;24604.01;08. Jan 21;4;IN0020170067
SGBOCT25V;GB;4921.01;4921.01;4921.01;4921.01;4921.01;4984;1;4921.01;08. Jan 21;1;IN0020170075
SGBOCT26;GB;4950;4950;4950;4950;4950;4979;21;103950;08. Jan 21;3;IN0020180249
SGBOCT27;GB;4950.01;4950.01;4950;4950;4950;4950;23;113850.1;08. Jan 21;3;IN0020190370
SGBOCT27VI;GB;4977;4978;4977;4978;4978;4979.99;3;14933;08. Jan 21;2;IN0020190388
SGBSEP24;GB;4985;4998.8;4935;4943.2;4935;4985.83;520;2579442.66;08. Jan 21;41;IN0020160043
SGBSEP27;GB;4975;5025;4944;4950;4950;4944.99;44;218095;08. Jan 21;5;IN0020190115
SGBSEP28VI;GB;4999.95;4999.95;4961.1;4964;4964;4988.45;137;681638.65;08. Jan 21;58;IN0020200195
SGL;EQ;09. Aug;Sep 85;09. Feb;Sep 45;09. Mai;09. Mai;58862;561686.85;08. Jan 21;247;INE353H01010
SHAHALLOYS;EQ;11. Mrz;11. Mrz;Nov 25;11. Mrz;11. Mrz;10. Aug;10802;122057.6;08. Jan 21;33;INE640C01011
SHAKTIPUMP;BE;347;355.15;340.2;345.6;348;347.85;36772;12823555.75;08. Jan 21;586;INE908D01010
SHALBY;EQ;132.4;134.6;120.55;122;120.95;130.85;4342877;553151749.35;08. Jan 21;42314;INE597J01018
SHALPAINTS;EQ;101.3;102.65;97.8;99.25;98.65;100.3;483734;48446291.4;08. Jan 21;4678;INE849C01026
SHANKARA;EQ;354.15;363;352.95;355.15;355.9;351.15;122288;43793325.7;08. Jan 21;4660;INE274V01019
SHANTIGEAR;EQ;123.7;136;122.6;126.5;125.55;123.8;1508770;196798729.9;08. Jan 21;15488;INE631A01022
SHARDACROP;EQ;273.55;283;272.75;276.3;277.05;273.45;37247;10352128.4;08. Jan 21;1559;INE221J01015
SHARDAMOTR;EQ;2097.2;2150;2070.4;2076.6;2089;2096.55;4381;9172006.35;08. Jan 21;628;INE597I01010
SHAREINDIA;EQ;200.65;206.75;200;204.05;204;200.65;32888;6698996.75;08. Jan 21;377;INE932X01018
SHARIABEES;EQ;369.53;369.53;360.59;367.06;366.01;358.77;1347;490867.23;08. Jan 21;40;INF732E01128
SHEMAROO;BE;77.95;77.95;75.5;75.85;75.7;76.4;22708;1729129.5;08. Jan 21;218;INE363M01019
SHIL;EQ;182.65;193;181;183.45;184;184.2;148206;27677266.4;08. Jan 21;2902;INE05AN01011
SHILPAMED;EQ;450;453.5;438.5;440.65;441.45;445.55;323074;144251871.5;08. Jan 21;15351;INE790G01031
SHIRPUR-G;BZ;Sep 25;09. Apr;Aug 75;08. Sep;09. Jan;09. Mai;26822;245195.9;08. Jan 21;127;INE196B01016
SHIVAMAUTO;EQ;20.85;21. Mrz;20. Jul;20.85;20. Sep;20. Aug;112406;2359823.1;08. Jan 21;479;INE637H01024
SHIVAMILLS;EQ;38.45;39.5;35.3;38.55;38.6;37.5;79704;3047967.85;08. Jan 21;738;INE644Y01017
SHIVATEX;EQ;139.85;143;130.25;130.8;130.25;137.1;21471;2869487.2;08. Jan 21;349;INE705C01020
SHIVAUM;SM;50;50;50;50;50;49;102000;5100000;08. Jan 21;31;INE719F01016
SHK;EQ;130.55;141.4;129.25;136.25;135.05;129.5;3369470;462300849.25;08. Jan 21;37897;INE500L01026
SHOPERSTOP;EQ;205;207;202;202.8;203.5;204;141838;29057080.15;08. Jan 21;2844;INE498B01024
SHRADHA;EQ;66.9;66.9;64.85;65.4;66;64.75;1921;125982;08. Jan 21;61;INE715Y01015
SHREDIGCEM;EQ;62;62.75;61.3;61.5;61.75;61.55;607455;37599975.25;08. Jan 21;3003;INE232A01011
SHREECEM;EQ;24960;25979.5;24960;25813.4;25814;25002.15;76285;1947765291.25;08. Jan 21;20347;INE070A01015
SHREEPUSHK;EQ;140.1;142;135;136.4;136.3;140.05;110914;15427422.3;08. Jan 21;2593;INE712K01011
SHREERAMA;EQ;09. Jan;09. Jan;08. Jun;Aug 65;Aug 65;Aug 95;30741;272716.8;08. Jan 21;122;INE879A01019
SHRENIK;EQ;04. Jan;04. Mrz;04. Mai;04. Mrz;04. Mrz;04. Jan;8616219;36086789.4;08. Jan 21;3760;INE632X01030
SHREYANIND;EQ;92.3;92.3;87.3;87.8;87.35;88.75;26384;2349531.95;08. Jan 21;439;INE231C01019
SHREYAS;EQ;77.75;79;73.15;73.25;73.2;76.95;172452;12779200.05;08. Jan 21;961;INE757B01015
SHRIPISTON;BE;590;608.95;590;605;605;597;249;150221.75;08. Jan 21;29;INE526E01018
SHRIRAMCIT;EQ;1145;1173.7;1117.95;1144.35;1142.6;1117.8;87797;100458936.4;08. Jan 21;13108;INE722A01011
SHRIRAMEPC;EQ;05. Mai;Mai 75;Mai 45;Mai 55;05. Jun;05. Mai;1163523;6538693.6;08. Jan 21;1381;INE964H01014
SHYAMCENT;EQ;07. Apr;07. Mai;06. Sep;06. Sep;Jun 95;Jul 25;370880;2611193.3;08. Jan 21;775;INE979R01011
SHYAMTEL;BE;07. Mai;07. Mai;7;7;7;Jun 75;13697;96460.65;08. Jan 21;41;INE635A01023
SICAGEN;EQ;16.75;17. Mai;16.25;16.45;16.25;16.95;24066;402921.95;08. Jan 21;157;INE176J01011
SICAL;BE;19.25;19.35;18. Mai;18.95;18. Sep;18. Sep;282758;5380814.85;08. Jan 21;535;INE075B01012
SIEMENS;EQ;1639.4;1665;1633;1654.9;1645;1632.8;480120;792626830.55;08. Jan 21;23697;INE003A01024
SIGIND;EQ;35.9;36.5;33;33.55;33.4;34.6;229816;7876539.95;08. Jan 21;2909;INE529F01035
SIGMA;SM;49;49;46.2;48.9;48.9;47;12000;579300;08. Jan 21;4;INE0A0S01010
SIKKO;SM;27;27;27;27;27;27;4000;108000;08. Jan 21;1;INE112X01017
SIL;BE;10. Sep;11. Jan;10. Feb;Okt 75;Okt 75;Okt 65;23388;246161.1;08. Jan 21;104;INE173A01025
SILINV;EQ;221;222.65;215.25;216.6;216;216.65;5106;1123287.1;08. Jan 21;256;INE923A01015
SILLYMONKS;BE;26.15;27.45;26;27.45;27.45;26.15;2722;73860.75;08. Jan 21;27;INE203Y01012
SILVERTUC;SM;93;93;93;93;93;92;2000;186000;08. Jan 21;2;INE625X01018
SIMBHALS;EQ;08. Apr;08. Aug;08. Feb;08. Mrz;08. Mai;08. Apr;29796;253388.9;08. Jan 21;185;INE748T01016
SIMPLEXINF;EQ;41.95;41.95;40;40.5;40.8;40.85;180324;7363413.35;08. Jan 21;907;INE059B01024
SINTERCOM;EQ;83;83;78.1;79.2;78.5;78.1;1026;82190.75;08. Jan 21;42;INE129Z01016
SINTEX;BE;05. Jun;05. Jun;05. Jan;Mai 35;05. Apr;Mai 35;10664569;56581031.15;08. Jan 21;7146;INE429C01035
SIRCA;EQ;341.5;347.9;323;327.05;329.1;336.4;54842;18364275.7;08. Jan 21;1373;INE792Z01011
SIS;EQ;429.8;431.35;423.35;425.35;425.9;426.4;77474;33060124.1;08. Jan 21;3390;INE285J01028
SITINET;BE;Jan 55;Jan 55;Jan 55;Jan 55;Jan 55;01. Jun;5215784;8084465.2;08. Jan 21;2466;INE965H01011
SIYSIL;EQ;200.9;209.4;200.2;205.4;205.15;199.9;110252;22630398.45;08. Jan 21;2144;INE076B01028
SJVN;EQ;25.95;27.25;25.85;26.75;27.25;25.85;5189758;137821714.45;08. Jan 21;8864;INE002L01015
SKFINDIA;EQ;1885;1885;1825.25;1837.35;1842.9;1835.3;57217;105771468.8;08. Jan 21;6011;INE640A01023
SKIL;EQ;03. Aug;03. Aug;Mrz 55;03. Aug;03. Aug;Mrz 65;657352;2484855.8;08. Jan 21;422;INE429F01012
SKIPPER;EQ;68.8;73.95;67.7;70.75;70.85;67.65;410552;29462462.5;08. Jan 21;3203;INE439E01022
SKMEGGPROD;EQ;58.5;60.1;58;58.1;58;59.1;140241;8242478.85;08. Jan 21;1320;INE411D01015
SKSTEXTILE;SM;25. Mai;25. Mai;25. Mai;25. Mai;25. Mai;25. Sep;1000;25050;08. Jan 21;1;INE507Y01016
SMARTLINK;BE;88.9;89.6;88.3;88.4;89;88.55;9942;880871.55;08. Jan 21;104;INE178C01020
SMLISUZU;EQ;475.7;494;473.25;486.2;485.2;471.3;76317;37053623;08. Jan 21;4116;INE294B01019
SMPL;BZ;0.3;0.35;0.25;0.25;0.25;0.3;90405;25701.75;08. Jan 21;31;INE215G01021
SMSLIFE;EQ;610.1;614.95;601;605.55;605;609.15;4397;2663343;08. Jan 21;334;INE320X01016
SMSPHARMA;EQ;123.65;124.9;121.05;121.9;122.1;122.65;130718;16049634.95;08. Jan 21;1653;INE812G01025
SNOWMAN;EQ;61.15;61.4;59;59.85;59.95;60.55;2527483;151967628.6;08. Jan 21;11074;INE734N01019
SOBHA;EQ;445.45;487.75;409.95;472.75;468.55;442.4;1385143;651685133.7;08. Jan 21;43689;INE671H01015
SOFTTECH;SM;92.05;92.05;89;89.35;89;93.45;12800;1163440;08. Jan 21;7;INE728Z01015
SOLARA;EQ;1266;1276;1240.1;1251.35;1247;1265.2;37779;47517069.55;08. Jan 21;3258;INE624Z01016
SOLARINDS;EQ;1135;1143.95;1107;1128.7;1130;1124.8;35600;40027440.05;08. Jan 21;3407;INE343H01029
SOLEX;SM;36;36.9;36;36.9;36.9;35;4000;145800;08. Jan 21;2;INE880Y01017
SOMANYCERA;EQ;344.7;354.7;343.4;348.3;347;341.65;79181;27703831.95;08. Jan 21;2289;INE355A01028
SOMATEX;BE;Feb 95;Feb 95;Feb 95;Feb 95;Feb 95;Feb 85;8001;23602.95;08. Jan 21;9;INE314C01013
SOMICONVEY;EQ;36.9;41.1;36.5;41.1;41.1;34.25;633605;25431318;08. Jan 21;3335;INE323J01019
SONATSOFTW;EQ;410.65;432;409;429.6;429.2;407.35;1169865;496078262.85;08. Jan 21;30465;INE269A01021
SORILINFRA;EQ;144;148.75;135.1;137.05;136.4;140.6;385870;55209288.55;08. Jan 21;5018;INE034H01016
SOTL;EQ;718;742;718;719.55;718.5;718;32338;23455942.35;08. Jan 21;1894;INE035D01012
SOUTHBANK;EQ;09. Apr;09. Mai;09. Feb;09. Feb;09. Feb;Sep 35;20994625;195748692;08. Jan 21;55773;INE683A01023
SOUTHWEST;EQ;41.75;41.75;39.75;41;40.5;40.5;27293;1118190.35;08. Jan 21;40;INE980Y01015
SPAL;EQ;175.9;183.9;172;176.2;176;172.85;111330;19767628.4;08. Jan 21;2311;INE212I01016
SPANDANA;EQ;767.95;776.5;752.5;759.8;760;756.15;33436;25690042.7;08. Jan 21;2298;INE572J01011
SPARC;EQ;196.6;203.4;196.05;200.4;200;194.9;1712126;343679145.85;08. Jan 21;18312;INE232I01014
SPECIALITY;EQ;48.3;48.9;47;47.5;47.5;47.45;95808;4567792.65;08. Jan 21;579;INE247M01014
SPENCERS;EQ;85.5;89.6;85.45;86.75;87;85.25;1065192;93014657.45;08. Jan 21;9569;INE020801028
SPENTEX;BZ;0.95;1;0.95;1;1;0.95;44131;44072.5;08. Jan 21;36;INE376C01020
SPIC;EQ;24. Jun;28.65;24. Mai;26. Aug;26. Jun;23. Sep;10179599;276539774.6;08. Jan 21;24455;INE147A01011
SPICEJET;EQ;94.4;94.95;93.5;93.85;93.75;93.45;2563972;241195209.9;08. Jan 21;15464;INE285B01017
SPLIL;EQ;38;39.2;37.05;37.35;37.15;37.35;64361;2441321.1;08. Jan 21;796;INE978G01016
SPMLINFRA;BE;15.15;15.65;15.15;15.65;15.65;14.95;106956;1667284.95;08. Jan 21;170;INE937A01023
SPTL;BE;4;4;03. Jul;03. Sep;Mrz 95;Mrz 85;4066138;15575472.15;08. Jan 21;2536;INE501W01021
SREEL;EQ;148.15;155.35;145.75;147.2;146.25;147.35;133797;20167697.95;08. Jan 21;2267;INE099F01013
SREIBNPNCD;N9;888;888;888;888;888;888.5;4;3552;08. Jan 21;1;INE881J07DX9
SREIBNPNCD;NJ;690;690;600;635.23;620;695;1123;710817.84;08. Jan 21;33;INE881J07EL2
SREIBNPNCD;NL;663;738;663;681;681;724.32;440;302358.39;08. Jan 21;33;INE881J07EN8
SREIBNPNCD;NN;950;980;950;950;950;950.1;131;125350.05;08. Jan 21;7;INE881J07EP3
SREIBNPNCD;NO;600;606;575;605.31;606;626.6;195;116671;08. Jan 21;24;INE881J08573
SREIBNPNCD;NQ;752;752;752;752;752;750;35;26320;08. Jan 21;10;INE881J08599
SREIBNPNCD;NU;540;608;540;608;608;540;51;27608;08. Jan 21;2;INE881J08631
SREIBNPNCD;NX;671.1;671.1;620;623.17;620;750;177;115223.51;08. Jan 21;14;INE872A07UA9
SREIBNPNCD;NY;760;761;744;755;755;760.52;97;73408;08. Jan 21;5;INE872A07UB7
SREIBNPNCD;NZ;1001;1001;1001;1001;1001;1001;50;50050;08. Jan 21;1;INE872A07UC5
SREIBNPNCD;Y1;660;660;600;600;600;655;110;69000;08. Jan 21;4;INE872A07UI2
SREIBNPNCD;Y4;801;801;800;800;800;875;20;16010;08. Jan 21;2;INE872A07UN2
SREIBNPNCD;Y7;579.95;579.95;545;547.5;545;584.7;31;17319.3;08. Jan 21;4;INE872A07UQ5
SREIBNPNCD;Y8;560;560;560;560;560;560;6;3360;08. Jan 21;3;INE872A07UR3
SREIBNPNCD;YA;605;605;605;605;605;605;3;1815;08. Jan 21;3;INE872A08DI6
SREINFRA;EQ;Aug 35;08. Mai;07. Sep;08. Mai;08. Jan;Aug 25;2153269;17736657.45;08. Jan 21;2464;INE872A01014
SRF;EQ;5765;5965;5724.7;5916.95;5938;5709.6;218155;1275804769.3;08. Jan 21;21994;INE647A01010
SRHHYPOLTD;EQ;259.9;259.9;250;250.4;250;256.1;21943;5556604.9;08. Jan 21;1224;INE917H01012
SRIPIPES;EQ;158;159.45;149.85;152.9;153.5;156.7;126715;19563743.6;08. Jan 21;2287;INE943C01027
SRPL;EQ;31.9;32.85;31.6;32.35;32.75;32;4308;139390.05;08. Jan 21;28;INE008Z01012
SRTRANSFIN;EQ;1306.2;1313.35;1265;1295.7;1300.95;1306.8;6264854;8058010550.7;08. Jan 21;159864;INE721A01013
SRTRANSFIN;Y9;1064;1066.35;1064;1066.35;1066.35;1066.66;36;38365.1;08. Jan 21;3;INE721A07HJ6
SRTRANSFIN;YB;1026.5;1026.5;1026;1026;1026;1026.35;199;204249;08. Jan 21;7;INE721A07HL2
SRTRANSFIN;YG;2050;2050;2047.01;2047.47;2047.01;2030.2;13;26617.11;08. Jan 21;2;INE721A07HO6
SRTRANSFIN;YH;1010;1010;1006.3;1009.5;1009.5;1006.95;827;834151.1;08. Jan 21;12;INE721A07NT3
SRTRANSFIN;YJ;1045.4;1045.4;1045;1045;1045;1045.2;590;616750;08. Jan 21;5;INE721A07NV9
SRTRANSFIN;YK;1053;1055.75;1052;1055.75;1055.75;1052.9;426;448965.96;08. Jan 21;15;INE721A07NW7
SRTRANSFIN;YL;1077.9;1077.9;1071.8;1071.8;1071.8;1071.95;70;75304.75;08. Jan 21;6;INE721A07NX5
SRTRANSFIN;YM;1239;1245;1239;1245;1245;1241;10;12420;08. Jan 21;2;INE721A07NY3
SRTRANSFIN;YN;1251;1251;1248;1250;1250;1250;130;162448.4;08. Jan 21;7;INE721A07NZ0
SRTRANSFIN;YO;1024.3;1025;1010;1012.35;1012.5;1024;759;772283.45;08. Jan 21;66;INE721A07OB9
SRTRANSFIN;YQ;1037.99;1037.99;1021.01;1022.19;1022.19;1020.3;306;313147.2;08. Jan 21;6;INE721A07OD5
SRTRANSFIN;YS;1099.8;1099.8;1060;1060;1060;1040;206;218559;08. Jan 21;3;INE721A07OF0
SRTRANSFIN;YT;1212;1215.01;1210.02;1211.69;0.0;1211.55;394;477420.48;08. Jan 21;7;INE721A07OG8
SRTRANSFIN;YV;1041;1042.05;995.3;1032.61;1038;1036.8;446;459904.25;08. Jan 21;13;INE721A07OM6
SRTRANSFIN;YX;1085.02;1085.43;1085.01;1085.43;1085.43;1089;102;110672.36;08. Jan 21;3;INE721A07OO2
SRTRANSFIN;YY;1119.9;1119.9;1119.8;1119.8;1119.8;1116;62;69428.9;08. Jan 21;2;INE721A07OP9
SRTRANSFIN;YZ;1200;1200;1200;1200;1200;1136.6;1;1200;08. Jan 21;1;INE721A07OQ7
SRTRANSFIN;Z3;1000;1000;1000;1000;1000;1002;30;30000;08. Jan 21;1;INE721A07OY1
SRTRANSFIN;Z7;1013.15;1013.15;1013.15;1013.15;1013.15;1069;100;101315;08. Jan 21;1;INE721A07PC4
SRTRANSFIN;ZD;995;995;993;993;993;993;53;52675;08. Jan 21;4;INE721A07PI1
SRTRANSFIN;ZE;1002;1002;1002;1002;1002;1002.35;15;15030;08. Jan 21;1;INE721A07PJ9
SRTRANSFIN;ZF;1016;1016;1016;1016;1016;1017;25;25400;08. Jan 21;1;INE721A07PK7
SRTRANSFIN;ZG;1006.95;1006.95;1006.95;1006.95;1006.95;1069;100;100695;08. Jan 21;1;INE721A07PL5
SRTRANSFIN;ZH;1078.95;1078.95;1078.95;1078.95;1078.95;1078.95;188;202842.6;08. Jan 21;3;INE721A07PM3
SRTRANSFIN;ZJ;1041.3;1041.3;1041.3;1041.3;1041.3;1075;10;10413;08. Jan 21;1;INE721A07PO9
SRTRANSFIN;ZK;1051;1051;1050;1050;1050;1088;50;52510.4;08. Jan 21;6;INE721A07PP6
SSINFRA;SM;Jul 25;Jul 25;Jul 25;Jul 25;Jul 25;07. Jun;6000;43500;08. Jan 21;2;INE182Z01015
SSWL;EQ;587;614.6;587;608.8;605.1;585.4;92691;56125756.4;08. Jan 21;4631;INE802C01017
STAR;EQ;999;999;938.1;943.85;943;973.75;2127564;2028542459.45;08. Jan 21;53747;INE939A01011
STARCEMENT;EQ;107.3;107.85;105;105.8;105.9;106.25;436918;46429187.9;08. Jan 21;3884;INE460H01021
STARPAPER;EQ;120.55;121.35;118.05;119.35;119.15;119.65;137137;16437189.05;08. Jan 21;2207;INE733A01018
STCINDIA;EQ;82.35;82.7;78.85;79.55;79.1;80.8;50166;4039353;08. Jan 21;792;INE655A01013
STEELCITY;EQ;38.4;38.4;37.3;38.05;38;38;11682;445305.8;08. Jan 21;84;INE395H01011
STEELXIND;EQ;52.9;53;49;51.65;51.7;51.8;151848;7752666.2;08. Jan 21;727;INE503B01013
STEL;EQ;70.9;70.9;68.5;68.85;68.5;70.15;22267;1553945.9;08. Jan 21;350;INE577L01016
STERTOOLS;EQ;201.15;229.9;201.15;222;222.25;201.15;368163;81221112.8;08. Jan 21;9087;INE334A01023
STLTECH;EQ;191.9;197;190.1;192.1;191.7;189.85;1215167;234711307.2;08. Jan 21;16362;INE089C01029
SUBEXLTD;EQ;27.35;27. Apr;25. Sep;26. Mrz;26. Mrz;27. Jan;5986615;159905047.7;08. Jan 21;14920;INE754A01055
SUBROS;EQ;358.65;359.7;347.05;351.1;351;356.85;46689;16419159.55;08. Jan 21;2146;INE287B01021
SUDARSCHEM;EQ;491.2;504;491.2;495.15;493;490.05;305994;152086721.5;08. Jan 21;7698;INE659A01023
SUJANAUNI;BE;0.45;0.5;0.4;0.45;0.45;0.45;322567;146257.25;08. Jan 21;178;INE216G01011
SUMICHEM;EQ;327.9;328.6;321.05;322.35;322.7;324.85;1208466;394441977.45;08. Jan 21;19705;INE258G01013
SUMIT;BE;10. Apr;10. Mai;10. Jan;10. Jan;10. Jan;10. Jan;32589;331120.9;08. Jan 21;81;INE748Z01013
SUMMITSEC;EQ;555.8;556.35;547.75;555.05;555.8;552.85;1207;669930.4;08. Jan 21;131;INE519C01017
SUNCLAYLTD;EQ;2705;2789.8;2581.6;2640.8;2644.9;2693.6;24343;64378718.85;08. Jan 21;4349;INE105A01035
SUNDARAM;EQ;Jan 75;Jan 75;Jan 65;01. Jul;Jan 65;01. Jul;1002927;1724856.5;08. Jan 21;431;INE108E01023
SUNDARMFIN;EQ;1890;1890;1840;1866.6;1875;1863.15;34873;64677725.55;08. Jan 21;10122;INE660A01013
SUNDARMHLD;EQ;76.45;78.85;75.7;76.15;76.25;76.45;81693;6285073;08. Jan 21;828;INE202Z01029
SUNDRMBRAK;EQ;320.05;326.35;318.05;321.4;321.9;319.85;2866;921738.65;08. Jan 21;149;INE073D01013
SUNDRMFAST;EQ;545.4;558.65;545.05;557.45;557.45;543.75;102215;56660940;08. Jan 21;4909;INE387A01021
